Index,Dataset,Distance Metric,True Changes,Predicted Changes,Run Time,Covering,F1,Accuracy,Batch Size,Threshold,Max_dist_size,new_dist_buffer_size,score_margin
19,cicids-anomaly,kl_divergence,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]",[],378.4592028,0.0625,0.117647059,,136,0.675357231,0,408,68
20,cicids-anomaly,kulczynski,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",2.104197502,0.966354281,0.75,-36.8,136,1.153433859,0,408,68
21,cicids-anomaly,lorentzian,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",2.383436918,0.966354281,0.75,-36.8,136,1.181744611,0,408,68
22,cicids-anomaly,manhattan,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",1.802749157,0.966354281,0.75,-36.8,136,1.107469882,0,408,68
23,cicids-anomaly,matusita,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 21080, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",2.435185671,0.965383471,0.6875,-27.73333333,136,1.16731638,0,408,68
24,cicids-anomaly,max_symmetric_chisq,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 6120, 8976, 14960, 17952, 20944, 23936, 29920, 32912, 42024, 44880]",6.475571156,0.726771939,0.571428571,-34.90909091,136,1.101037634,0,408,68
25,cicids-anomaly,minkowski,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 39032, 41888]",17.96538711,0.791497179,0.75862069,-32,136,1.076495906,0,408,68
26,cicids-anomaly,motyka,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 33048, 36040, 38896, 42024, 45016]",1.974026918,0.972824139,0.875,-18.66666667,136,1.059536968,0,408,68
27,cicids-anomaly,neyman_chisq,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 6120, 8976, 14960, 17952, 20944, 23936, 29920, 32912, 42024, 44880]",5.21588254,0.726771939,0.571428571,-34.90909091,136,1.109124966,0,408,68
28,cicids-anomaly,nonintersection,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[408, 816, 1224, 1632, 2040, 2448, 2856, 6120, 6528, 6936, 7344, 7752, 8160, 8568, 8976, 11968, 14960, 17952, 20944, 23936, 26928, 30056, 31144, 31552, 31960, 32368, 32776, 33184, 33592, 34000, 34408, 34816, 35224, 35632, 36040, 36448, 36856, 37264, 37672, 38080, 38488, 38896, 42024, 42432, 42840, 43248, 43656, 44064, 44472, 44880]",1.335199356,0.665780911,0.298507463,-228.64,136,1.003708878,0,408,68
29,cicids-anomaly,pearson_chisq,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]",[],368.3776741,0.0625,0.117647059,,136,0.903280801,0,408,68
30,cicids-anomaly,penroseshape,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 39032, 41888]",8.464237928,0.791497179,0.75862069,-32,136,1.070733381,0,408,68
31,cicids-anomaly,soergel,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",2.099208355,0.966354281,0.75,-36.8,136,1.213017433,0,408,68
32,cicids-anomaly,squared_chisq,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",2.235344172,0.966354281,0.75,-36.8,136,1.112351949,0,408,68
33,cicids-anomaly,squaredchord,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 21080, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",2.223798037,0.965383471,0.6875,-27.73333333,136,1.209769433,0,408,68
34,cicids-anomaly,taneja,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]",[],416.3064137,0.0625,0.117647059,,136,1.137649438,0,408,68
35,cicids-anomaly,tanimoto,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 5984, 8976, 11968, 14960, 17952, 20944, 23936, 27064, 29920, 33048, 35904, 38896, 42024, 44880]",2.741155624,0.966354281,0.75,-36.8,136,1.060008824,0,408,68
36,cicids-anomaly,topsoe,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]",[],400.6460383,0.0625,0.117647059,,136,1.082824353,0,408,68
37,cicids-anomaly,vicis_symmetric_chisq,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[1496, 2992, 7888, 8296, 8704, 9112, 10064, 15232, 16592, 17816, 20944, 23936, 29920, 32912, 42024, 44880]",6.034306288,0.593234145,0.303030303,-262,136,1.119346702,0,408,68
38,cicids-anomaly,vicis_wave_hedges,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[2992, 6120, 6528, 6936, 8976, 14960, 17952, 20944, 23936, 29920, 32912, 42024, 44880]",5.355052233,0.709771939,0.533333333,83.07692308,136,1.136857745,0,408,68
39,cicids-anomaly,wave_hedges,"[3000, 6000, 9000, 12000, 15000, 18000, 21000, 24000, 27000, 30000, 33000, 36000, 39000, 42000, 45000]","[816, 2448, 2992, 5984, 8976, 11968, 14960, 15368, 16048, 17952, 20944, 23936, 24344, 24888, 26384, 26928, 30056, 31008, 32096, 32912, 33320, 34816, 35904, 39032, 39440, 41888, 42296, 42976, 44880]",1.507779121,0.795758504,0.47826087,-15.17241379,136,0.996135755,0,408,68
